T:0.008	nS:9850	nQ:0	nE:0	nI:150	nP:0	nR:0	nF:0	node:[2659]	I -> R
T:0.825	nS:9811	nQ:24	nE:38	nI:123	nP:2	nR:26	nF:0	node:[7672]	S -> E
T:0.839	nS:9810	nQ:24	nE:39	nI:123	nP:2	nR:26	nF:0	node:[7147]	S -> E
T:0.864	nS:9809	nQ:24	nE:40	nI:123	nP:2	nR:26	nF:0	node:[9359]	I -> R
T:0.870	nS:9809	nQ:24	nE:40	nI:122	nP:2	nR:27	nF:0	node:[6250]	S -> E
T:0.873	nS:9808	nQ:24	nE:41	nI:122	nP:2	nR:27	nF:0	node:[7397]	S -> E
T:0.885	nS:9807	nQ:24	nE:42	nI:122	nP:2	nR:27	nF:0	node:[7201]	S -> E
T:0.899	nS:9806	nQ:24	nE:43	nI:122	nP:2	nR:27	nF:0	node:[3762]	I -> R
T:0.912	nS:9806	nQ:24	nE:43	nI:121	nP:2	nR:28	nF:0	node:[8372]	I -> P
T:0.920	nS:9806	nQ:31	nE:43	nI:120	nP:3	nR:28	nF:0	node:[5669]	S -> E
T:0.921	nS:9805	nQ:31	nE:44	nI:120	nP:3	nR:28	nF:0	node:[4596]	S -> E
T:0.926	nS:9804	nQ:31	nE:45	nI:120	nP:3	nR:28	nF:0	node:[4939]	I -> R
T:0.929	nS:9804	nQ:31	nE:45	nI:119	nP:3	nR:29	nF:0	node:[5368]	I -> R
T:0.957	nS:9804	nQ:31	nE:45	nI:118	nP:3	nR:30	nF:0	node:[4751]	S -> E
T:0.964	nS:9803	nQ:31	nE:46	nI:118	nP:3	nR:30	nF:0	node:[8846]	S -> E
T:0.972	nS:9802	nQ:31	nE:47	nI:118	nP:3	nR:30	nF:0	node:[8525]	S -> E
T:0.980	nS:9801	nQ:31	nE:48	nI:118	nP:3	nR:30	nF:0	node:[8285]	S -> E
T:0.982	nS:9800	nQ:31	nE:49	nI:118	nP:3	nR:30	nF:0	node:[8161]	S -> E
T:0.984	nS:9799	nQ:31	nE:50	nI:118	nP:3	nR:30	nF:0	node:[9626]	S -> E
T:1.013	nS:9798	nQ:31	nE:51	nI:118	nP:3	nR:30	nF:0	node:[755]	I -> R
T:1.015	nS:9798	nQ:31	nE:51	nI:117	nP:3	nR:31	nF:0	node:[1207]	I -> P
T:1.047	nS:9798	nQ:44	nE:51	nI:116	nP:4	nR:31	nF:0	node:[160]	S -> E
T:1.049	nS:9797	nQ:44	nE:52	nI:116	nP:4	nR:31	nF:0	node:[2464]	S -> E
T:1.052	nS:9796	nQ:44	nE:53	nI:116	nP:4	nR:31	nF:0	node:[7877]	I -> R
T:1.060	nS:9796	nQ:44	nE:53	nI:115	nP:4	nR:32	nF:0	node:[9084]	S -> E
T:1.062	nS:9795	nQ:44	nE:54	nI:115	nP:4	nR:32	nF:0	node:[9496]	S -> E
T:1.072	nS:9794	nQ:44	nE:55	nI:115	nP:4	nR:32	nF:0	node:[3129]	S -> E
T:1.081	nS:9793	nQ:44	nE:56	nI:115	nP:4	nR:32	nF:0	node:[3918]	I -> R
T:1.104	nS:9793	nQ:44	nE:56	nI:114	nP:4	nR:33	nF:0	node:[2671]	S -> E
T:1.109	nS:9792	nQ:44	nE:57	nI:114	nP:4	nR:33	nF:0	node:[2464]	E -> I
T:1.122	nS:9792	nQ:44	nE:56	nI:115	nP:4	nR:33	nF:0	node:[2722]	S -> E
T:1.145	nS:9791	nQ:44	nE:57	nI:115	nP:4	nR:33	nF:0	node:[2382]	S -> E
T:1.151	nS:9790	nQ:44	nE:58	nI:115	nP:4	nR:33	nF:0	node:[1673]	S -> E
T:1.152	nS:9789	nQ:44	nE:59	nI:115	nP:4	nR:33	nF:0	node:[1521]	S -> E
T:1.155	nS:9788	nQ:44	nE:60	nI:115	nP:4	nR:33	nF:0	node:[6687]	I -> P
T:1.165	nS:9788	nQ:55	nE:60	nI:114	nP:5	nR:33	nF:0	node:[9329]	S -> E
T:1.172	nS:9787	nQ:55	nE:61	nI:114	nP:5	nR:33	nF:0	node:[2344]	I -> P
T:1.175	nS:9787	nQ:70	nE:61	nI:113	nP:6	nR:33	nF:0	node:[3455]	I -> P
T:1.190	nS:9787	nQ:85	nE:61	nI:112	nP:7	nR:33	nF:0	node:[4512]	S -> E
T:1.198	nS:9786	nQ:85	nE:62	nI:112	nP:7	nR:33	nF:0	node:[8622]	I -> R
T:1.227	nS:9786	nQ:85	nE:62	nI:111	nP:7	nR:34	nF:0	node:[8846]	E -> I
T:1.229	nS:9786	nQ:85	nE:61	nI:112	nP:7	nR:34	nF:0	node:[2978]	S -> E
T:1.229	nS:9785	nQ:85	nE:62	nI:112	nP:7	nR:34	nF:0	node:[1589]	S -> E
T:1.257	nS:9784	nQ:85	nE:63	nI:112	nP:7	nR:34	nF:0	node:[9457]	E -> I
T:1.258	nS:9784	nQ:85	nE:62	nI:113	nP:7	nR:34	nF:0	node:[8343]	I -> R
T:1.262	nS:9784	nQ:85	nE:62	nI:112	nP:7	nR:35	nF:0	node:[2897]	I -> R
T:1.288	nS:9784	nQ:85	nE:62	nI:111	nP:7	nR:36	nF:0	node:[8771]	S -> E
T:1.299	nS:9783	nQ:85	nE:63	nI:111	nP:7	nR:36	nF:0	node:[2449]	E -> I
T:1.301	nS:9783	nQ:85	nE:62	nI:112	nP:7	nR:36	nF:0	node:[2671]	E -> I
T:1.306	nS:9783	nQ:85	nE:61	nI:113	nP:7	nR:36	nF:0	node:[8205]	E -> I
T:1.334	nS:9783	nQ:85	nE:60	nI:114	nP:7	nR:36	nF:0	node:[1716]	S -> E
T:1.369	nS:9782	nQ:85	nE:61	nI:114	nP:7	nR:36	nF:0	node:[1620]	S -> E
T:1.386	nS:9781	nQ:85	nE:62	nI:114	nP:7	nR:36	nF:0	node:[6001]	I -> R
T:1.394	nS:9781	nQ:85	nE:62	nI:113	nP:7	nR:37	nF:0	node:[659]	I -> R
T:1.436	nS:9781	nQ:85	nE:62	nI:112	nP:7	nR:38	nF:0	node:[6250]	E -> I
T:1.439	nS:9781	nQ:85	nE:61	nI:113	nP:7	nR:38	nF:0	node:[7295]	S -> E
T:1.448	nS:9780	nQ:85	nE:62	nI:113	nP:7	nR:38	nF:0	node:[9893]	I -> R
T:1.460	nS:9780	nQ:85	nE:62	nI:112	nP:7	nR:39	nF:0	node:[762]	S -> E
T:1.474	nS:9779	nQ:85	nE:63	nI:112	nP:7	nR:39	nF:0	node:[5795]	I -> R
T:1.480	nS:9779	nQ:85	nE:63	nI:111	nP:7	nR:40	nF:0	node:[7120]	S -> E
T:1.494	nS:9778	nQ:85	nE:64	nI:111	nP:7	nR:40	nF:0	node:[4851]	I -> P
T:1.499	nS:9778	nQ:92	nE:64	nI:110	nP:8	nR:40	nF:0	node:[7460]	S -> E
T:1.504	nS:9777	nQ:92	nE:65	nI:110	nP:8	nR:40	nF:0	node:[8131]	I -> R
T:1.513	nS:9777	nQ:92	nE:65	nI:109	nP:8	nR:41	nF:0	node:[8588]	S -> E
T:1.515	nS:9776	nQ:92	nE:66	nI:109	nP:8	nR:41	nF:0	node:[2721]	I -> R
T:1.516	nS:9776	nQ:92	nE:66	nI:108	nP:8	nR:42	nF:0	node:[7051]	S -> E
T:1.527	nS:9775	nQ:92	nE:67	nI:108	nP:8	nR:42	nF:0	node:[2732]	I -> R
T:1.528	nS:9775	nQ:92	nE:67	nI:107	nP:8	nR:43	nF:0	node:[5161]	S -> E
T:1.540	nS:9774	nQ:92	nE:68	nI:107	nP:8	nR:43	nF:0	node:[1871]	I -> R
T:1.567	nS:9774	nQ:92	nE:68	nI:106	nP:8	nR:44	nF:0	node:[4890]	S -> E
T:1.585	nS:9773	nQ:92	nE:69	nI:106	nP:8	nR:44	nF:0	node:[456]	E -> I
T:1.587	nS:9773	nQ:92	nE:68	nI:107	nP:8	nR:44	nF:0	node:[6865]	S -> E
T:1.598	nS:9772	nQ:92	nE:69	nI:107	nP:8	nR:44	nF:0	node:[7768]	I -> P
T:1.604	nS:9772	nQ:102	nE:69	nI:106	nP:9	nR:44	nF:0	node:[2661]	S -> E
T:1.616	nS:9771	nQ:102	nE:70	nI:106	nP:9	nR:44	nF:0	node:[6319]	S -> E
T:1.621	nS:9770	nQ:102	nE:71	nI:106	nP:9	nR:44	nF:0	node:[4464]	I -> R
T:1.636	nS:9770	nQ:102	nE:71	nI:105	nP:9	nR:45	nF:0	node:[7108]	I -> R
T:1.640	nS:9770	nQ:102	nE:71	nI:104	nP:9	nR:46	nF:0	node:[4890]	E -> I
T:1.659	nS:9770	nQ:102	nE:70	nI:105	nP:9	nR:46	nF:0	node:[3672]	E -> I
T:1.667	nS:9770	nQ:102	nE:69	nI:106	nP:9	nR:46	nF:0	node:[6783]	S -> E
T:1.713	nS:9769	nQ:102	nE:70	nI:106	nP:9	nR:46	nF:0	node:[2929]	S -> E
T:1.738	nS:9768	nQ:102	nE:71	nI:106	nP:9	nR:46	nF:0	node:[2163]	I -> R
T:1.744	nS:9768	nQ:102	nE:71	nI:105	nP:9	nR:47	nF:0	node:[797]	I -> R
T:1.749	nS:9768	nQ:102	nE:71	nI:104	nP:9	nR:48	nF:0	node:[7611]	S -> E
T:1.778	nS:9767	nQ:102	nE:72	nI:104	nP:9	nR:48	nF:0	node:[9123]	I -> P
T:1.828	nS:9767	nQ:107	nE:72	nI:103	nP:10	nR:48	nF:0	node:[1472]	P -> R
T:1.845	nS:9767	nQ:107	nE:72	nI:103	nP:9	nR:49	nF:0	node:[4494]	S -> E
T:1.852	nS:9766	nQ:107	nE:73	nI:103	nP:9	nR:49	nF:0	node:[9845]	I -> R
T:1.852	nS:9766	nQ:107	nE:73	nI:102	nP:9	nR:50	nF:0	node:[395]	S -> E
T:1.854	nS:9765	nQ:107	nE:74	nI:102	nP:9	nR:50	nF:0	node:[2251]	I -> R
T:1.855	nS:9765	nQ:107	nE:74	nI:101	nP:9	nR:51	nF:0	node:[419]	S -> E
T:1.861	nS:9764	nQ:107	nE:75	nI:101	nP:9	nR:51	nF:0	node:[6729]	S -> E
T:1.862	nS:9763	nQ:107	nE:76	nI:101	nP:9	nR:51	nF:0	node:[3467]	S -> E
T:1.863	nS:9762	nQ:107	nE:77	nI:101	nP:9	nR:51	nF:0	node:[6798]	S -> E
T:1.865	nS:9761	nQ:107	nE:78	nI:101	nP:9	nR:51	nF:0	node:[2722]	E -> I
T:1.873	nS:9761	nQ:107	nE:77	nI:102	nP:9	nR:51	nF:0	node:[8125]	S -> E
T:1.881	nS:9760	nQ:107	nE:78	nI:102	nP:9	nR:51	nF:0	node:[8448]	I -> R
T:1.886	nS:9760	nQ:107	nE:78	nI:101	nP:9	nR:52	nF:0	node:[8945]	E -> I
T:1.894	nS:9760	nQ:107	nE:77	nI:102	nP:9	nR:52	nF:0	node:[5694]	S -> E
T:1.918	nS:9759	nQ:107	nE:78	nI:102	nP:9	nR:52	nF:0	node:[6216]	I -> R
T:1.934	nS:9759	nQ:107	nE:78	nI:101	nP:9	nR:53	nF:0	node:[9942]	S -> E
T:1.981	nS:9758	nQ:107	nE:79	nI:101	nP:9	nR:53	nF:0	node:[5670]	E -> I
T:1.994	nS:9758	nQ:107	nE:78	nI:102	nP:9	nR:53	nF:0	node:[2171]	E -> I
T:2.018	nS:9758	nQ:107	nE:77	nI:103	nP:9	nR:53	nF:0	node:[9138]	S -> E
T:2.019	nS:9757	nQ:107	nE:78	nI:103	nP:9	nR:53	nF:0	node:[133]	S -> E
T:2.019	nS:9756	nQ:107	nE:79	nI:103	nP:9	nR:53	nF:0	node:[1208]	I -> P
T:2.035	nS:9756	nQ:127	nE:79	nI:102	nP:10	nR:53	nF:0	node:[5414]	E -> I
T:2.040	nS:9756	nQ:127	nE:78	nI:103	nP:10	nR:53	nF:0	node:[8476]	S -> E
T:2.059	nS:9755	nQ:127	nE:79	nI:103	nP:10	nR:53	nF:0	node:[149]	E -> I
T:2.059	nS:9755	nQ:127	nE:78	nI:104	nP:10	nR:53	nF:0	node:[5627]	I -> R
T:2.064	nS:9755	nQ:127	nE:78	nI:103	nP:10	nR:54	nF:0	node:[9614]	S -> E
T:2.069	nS:9754	nQ:127	nE:79	nI:103	nP:10	nR:54	nF:0	node:[9942]	E -> I
T:2.113	nS:9754	nQ:127	nE:78	nI:104	nP:10	nR:54	nF:0	node:[7997]	I -> R
T:2.114	nS:9754	nQ:127	nE:78	nI:103	nP:10	nR:55	nF:0	node:[8019]	S -> E
T:2.116	nS:9753	nQ:127	nE:79	nI:103	nP:10	nR:55	nF:0	node:[133]	E -> I
T:2.119	nS:9753	nQ:127	nE:78	nI:104	nP:10	nR:55	nF:0	node:[4751]	E -> I
T:2.120	nS:9753	nQ:127	nE:77	nI:105	nP:10	nR:55	nF:0	node:[6926]	I -> R
T:2.131	nS:9753	nQ:127	nE:77	nI:104	nP:10	nR:56	nF:0	node:[5161]	E -> I
T:2.137	nS:9753	nQ:127	nE:76	nI:105	nP:10	nR:56	nF:0	node:[7819]	S -> E
T:2.145	nS:9752	nQ:127	nE:77	nI:105	nP:10	nR:56	nF:0	node:[2425]	S -> E
T:2.149	nS:9751	nQ:127	nE:78	nI:105	nP:10	nR:56	nF:0	node:[5851]	S -> E
T:2.188	nS:9750	nQ:127	nE:79	nI:105	nP:10	nR:56	nF:0	node:[2320]	S -> E
T:2.216	nS:9749	nQ:127	nE:80	nI:105	nP:10	nR:56	nF:0	node:[6422]	S -> E
T:2.233	nS:9748	nQ:127	nE:81	nI:105	nP:10	nR:56	nF:0	node:[6783]	E -> I
T:2.234	nS:9748	nQ:127	nE:80	nI:106	nP:10	nR:56	nF:0	node:[7201]	E -> I
T:2.240	nS:9748	nQ:127	nE:79	nI:107	nP:10	nR:56	nF:0	node:[4892]	S -> E
T:2.247	nS:9747	nQ:127	nE:80	nI:107	nP:10	nR:56	nF:0	node:[2902]	S -> E
T:2.260	nS:9746	nQ:127	nE:81	nI:107	nP:10	nR:56	nF:0	node:[8771]	E -> I
T:2.272	nS:9746	nQ:127	nE:80	nI:108	nP:10	nR:56	nF:0	node:[7456]	I -> R
T:2.283	nS:9746	nQ:127	nE:80	nI:107	nP:10	nR:57	nF:0	node:[2978]	E -> I
T:2.292	nS:9746	nQ:127	nE:79	nI:108	nP:10	nR:57	nF:0	node:[3751]	S -> E
T:2.302	nS:9745	nQ:127	nE:80	nI:108	nP:10	nR:57	nF:0	node:[3816]	S -> E
T:2.306	nS:9744	nQ:127	nE:81	nI:108	nP:10	nR:57	nF:0	node:[3584]	E -> I
T:2.320	nS:9744	nQ:127	nE:80	nI:109	nP:10	nR:57	nF:0	node:[61]	S -> E
T:2.326	nS:9743	nQ:127	nE:81	nI:109	nP:10	nR:57	nF:0	node:[133]	I -> P
T:2.326	nS:9743	nQ:176	nE:81	nI:108	nP:11	nR:57	nF:0	node:[770]	I -> R
T:2.346	nS:9743	nQ:176	nE:81	nI:107	nP:11	nR:58	nF:0	node:[8286]	I -> R
T:2.357	nS:9743	nQ:176	nE:81	nI:106	nP:11	nR:59	nF:0	node:[9329]	E -> I
T:2.359	nS:9743	nQ:176	nE:80	nI:107	nP:11	nR:59	nF:0	node:[9514]	S -> E
T:2.360	nS:9742	nQ:176	nE:81	nI:107	nP:11	nR:59	nF:0	node:[8019]	E -> I
T:2.370	nS:9742	nQ:176	nE:80	nI:108	nP:11	nR:59	nF:0	node:[8125]	E -> I
T:2.383	nS:9742	nQ:176	nE:79	nI:109	nP:11	nR:59	nF:0	node:[714]	I -> R
T:2.385	nS:9742	nQ:176	nE:79	nI:108	nP:11	nR:60	nF:0	node:[8742]	S -> E
T:2.426	nS:9741	nQ:176	nE:80	nI:108	nP:11	nR:60	nF:0	node:[3455]	P -> R
T:2.427	nS:9741	nQ:176	nE:80	nI:108	nP:10	nR:61	nF:0	node:[1152]	I -> R
T:2.434	nS:9741	nQ:176	nE:80	nI:107	nP:10	nR:62	nF:0	node:[9329]	I -> P
T:2.451	nS:9741	nQ:183	nE:80	nI:106	nP:11	nR:62	nF:0	node:[1606]	S -> E
T:2.454	nS:9740	nQ:183	nE:81	nI:106	nP:11	nR:62	nF:0	node:[370]	S -> E
T:2.479	nS:9739	nQ:183	nE:82	nI:106	nP:11	nR:62	nF:0	node:[5672]	S -> E
T:2.481	nS:9738	nQ:183	nE:83	nI:106	nP:11	nR:62	nF:0	node:[3906]	S -> E
T:2.491	nS:9737	nQ:183	nE:84	nI:106	nP:11	nR:62	nF:0	node:[6973]	S -> E
T:2.498	nS:9736	nQ:183	nE:85	nI:106	nP:11	nR:62	nF:0	node:[8615]	I -> R
T:2.536	nS:9736	nQ:183	nE:85	nI:105	nP:11	nR:63	nF:0	node:[8181]	E -> I
T:2.537	nS:9736	nQ:183	nE:84	nI:106	nP:11	nR:63	nF:0	node:[4469]	I -> R
T:2.540	nS:9736	nQ:183	nE:84	nI:105	nP:11	nR:64	nF:0	node:[4108]	S -> E
T:2.542	nS:9735	nQ:183	nE:85	nI:105	nP:11	nR:64	nF:0	node:[150]	S -> E
T:2.572	nS:9734	nQ:183	nE:86	nI:105	nP:11	nR:64	nF:0	node:[8889]	E -> I
T:2.584	nS:9734	nQ:183	nE:85	nI:106	nP:11	nR:64	nF:0	node:[2091]	S -> E
T:2.584	nS:9733	nQ:183	nE:86	nI:106	nP:11	nR:64	nF:0	node:[7316]	I -> R
T:2.594	nS:9733	nQ:183	nE:86	nI:105	nP:11	nR:65	nF:0	node:[2107]	E -> I
T:2.602	nS:9733	nQ:183	nE:85	nI:106	nP:11	nR:65	nF:0	node:[9837]	I -> P
T:2.643	nS:9733	nQ:191	nE:85	nI:105	nP:12	nR:65	nF:0	node:[2162]	E -> I
T:2.652	nS:9733	nQ:191	nE:84	nI:106	nP:12	nR:65	nF:0	node:[4988]	S -> E
T:2.687	nS:9732	nQ:191	nE:85	nI:106	nP:12	nR:65	nF:0	node:[2627]	S -> E
T:2.689	nS:9731	nQ:191	nE:86	nI:106	nP:12	nR:65	nF:0	node:[8827]	S -> E
T:2.701	nS:9730	nQ:191	nE:87	nI:106	nP:12	nR:65	nF:0	node:[382]	S -> E
T:2.713	nS:9729	nQ:191	nE:88	nI:106	nP:12	nR:65	nF:0	node:[881]	I -> R
T:2.714	nS:9729	nQ:191	nE:88	nI:105	nP:12	nR:66	nF:0	node:[1634]	I -> R
T:2.729	nS:9729	nQ:191	nE:88	nI:104	nP:12	nR:67	nF:0	node:[5819]	I -> R
T:2.745	nS:9729	nQ:191	nE:88	nI:103	nP:12	nR:68	nF:0	node:[2496]	I -> R
T:2.756	nS:9729	nQ:191	nE:88	nI:102	nP:12	nR:69	nF:0	node:[4904]	E -> I
T:2.788	nS:9729	nQ:191	nE:87	nI:103	nP:12	nR:69	nF:0	node:[956]	I -> P
T:2.789	nS:9729	nQ:213	nE:87	nI:102	nP:13	nR:69	nF:0	node:[2107]	I -> R
T:2.875	nS:9729	nQ:213	nE:87	nI:101	nP:13	nR:70	nF:0	node:[8771]	I -> R
T:2.878	nS:9729	nQ:213	nE:87	nI:100	nP:13	nR:71	nF:0	node:[8372]	P -> R
T:2.880	nS:9729	nQ:213	nE:87	nI:100	nP:12	nR:72	nF:0	node:[3912]	I -> R
T:2.886	nS:9729	nQ:213	nE:87	nI:99	nP:12	nR:73	nF:0	node:[6647]	S -> E
T:2.894	nS:9728	nQ:213	nE:88	nI:99	nP:12	nR:73	nF:0	node:[6066]	S -> E
T:2.956	nS:9727	nQ:213	nE:89	nI:99	nP:12	nR:73	nF:0	node:[411]	S -> E
T:2.981	nS:9726	nQ:213	nE:90	nI:99	nP:12	nR:73	nF:0	node:[4108]	E -> I
T:3.001	nS:9726	nQ:213	nE:89	nI:100	nP:12	nR:73	nF:0	node:[8401]	S -> E
T:3.038	nS:9725	nQ:213	nE:90	nI:100	nP:12	nR:73	nF:0	node:[8019]	I -> R
T:3.040	nS:9725	nQ:213	nE:90	nI:99	nP:12	nR:74	nF:0	node:[7323]	S -> E
T:3.044	nS:9724	nQ:213	nE:91	nI:99	nP:12	nR:74	nF:0	node:[150]	E -> I
T:3.059	nS:9724	nQ:213	nE:90	nI:100	nP:12	nR:74	nF:0	node:[1413]	S -> E
T:3.070	nS:9723	nQ:213	nE:91	nI:100	nP:12	nR:74	nF:0	node:[8750]	S -> E
T:3.093	nS:9722	nQ:213	nE:92	nI:100	nP:12	nR:74	nF:0	node:[7866]	S -> E
