T:0.007	nS:9850	nQ:0	nE:0	nI:150	nP:0	nR:0	nF:0	node:[2418]	I -> R
T:0.446	nS:9832	nQ:0	nE:18	nI:135	nP:0	nR:15	nF:0	node:[9785]	S -> E
T:0.449	nS:9831	nQ:0	nE:19	nI:135	nP:0	nR:15	nF:0	node:[7488]	S -> E
T:0.457	nS:9830	nQ:0	nE:20	nI:135	nP:0	nR:15	nF:0	node:[7204]	I -> P
T:0.472	nS:9830	nQ:8	nE:20	nI:134	nP:1	nR:15	nF:0	node:[6738]	I -> R
T:0.477	nS:9830	nQ:8	nE:20	nI:133	nP:1	nR:16	nF:0	node:[5233]	S -> E
T:0.483	nS:9829	nQ:8	nE:21	nI:133	nP:1	nR:16	nF:0	node:[0]	S -> E
T:0.495	nS:9828	nQ:8	nE:22	nI:133	nP:1	nR:16	nF:0	node:[6865]	S -> E
T:0.496	nS:9827	nQ:8	nE:23	nI:133	nP:1	nR:16	nF:0	node:[797]	I -> R
T:0.504	nS:9827	nQ:8	nE:23	nI:132	nP:1	nR:17	nF:0	node:[3912]	I -> R
T:0.505	nS:9827	nQ:8	nE:23	nI:131	nP:1	nR:18	nF:0	node:[5135]	S -> E
T:0.506	nS:9826	nQ:8	nE:24	nI:131	nP:1	nR:18	nF:0	node:[7688]	S -> E
T:0.509	nS:9825	nQ:8	nE:25	nI:131	nP:1	nR:18	nF:0	node:[2465]	S -> E
T:0.512	nS:9824	nQ:8	nE:26	nI:131	nP:1	nR:18	nF:0	node:[7927]	E -> I
T:0.528	nS:9824	nQ:8	nE:25	nI:132	nP:1	nR:18	nF:0	node:[2978]	S -> E
T:0.531	nS:9823	nQ:8	nE:26	nI:132	nP:1	nR:18	nF:0	node:[2745]	I -> R
T:0.544	nS:9823	nQ:8	nE:26	nI:131	nP:1	nR:19	nF:0	node:[2793]	S -> E
T:0.547	nS:9822	nQ:8	nE:27	nI:131	nP:1	nR:19	nF:0	node:[7608]	S -> E
T:0.549	nS:9821	nQ:8	nE:28	nI:131	nP:1	nR:19	nF:0	node:[3342]	S -> E
T:0.568	nS:9820	nQ:8	nE:29	nI:131	nP:1	nR:19	nF:0	node:[2000]	S -> E
T:0.571	nS:9819	nQ:8	nE:30	nI:131	nP:1	nR:19	nF:0	node:[477]	S -> E
T:0.574	nS:9818	nQ:8	nE:31	nI:131	nP:1	nR:19	nF:0	node:[1493]	S -> E
T:0.590	nS:9817	nQ:8	nE:32	nI:131	nP:1	nR:19	nF:0	node:[2732]	I -> R
T:0.622	nS:9817	nQ:8	nE:32	nI:130	nP:1	nR:20	nF:0	node:[3441]	S -> E
T:0.634	nS:9816	nQ:8	nE:33	nI:130	nP:1	nR:20	nF:0	node:[714]	I -> P
T:0.640	nS:9816	nQ:36	nE:33	nI:129	nP:2	nR:20	nF:0	node:[152]	S -> E
T:0.642	nS:9815	nQ:36	nE:34	nI:129	nP:2	nR:20	nF:0	node:[9781]	I -> R
T:0.660	nS:9815	nQ:36	nE:34	nI:128	nP:2	nR:21	nF:0	node:[8633]	S -> E
T:0.666	nS:9814	nQ:36	nE:35	nI:128	nP:2	nR:21	nF:0	node:[3918]	I -> R
T:0.682	nS:9814	nQ:36	nE:35	nI:127	nP:2	nR:22	nF:0	node:[7651]	S -> E
T:0.683	nS:9813	nQ:36	nE:36	nI:127	nP:2	nR:22	nF:0	node:[8328]	S -> E
T:0.686	nS:9812	nQ:36	nE:37	nI:127	nP:2	nR:22	nF:0	node:[8223]	S -> E
T:0.690	nS:9811	nQ:36	nE:38	nI:127	nP:2	nR:22	nF:0	node:[8461]	S -> E
T:0.692	nS:9810	nQ:36	nE:39	nI:127	nP:2	nR:22	nF:0	node:[3277]	S -> E
T:0.694	nS:9809	nQ:36	nE:40	nI:127	nP:2	nR:22	nF:0	node:[9123]	I -> R
T:0.697	nS:9809	nQ:36	nE:40	nI:126	nP:2	nR:23	nF:0	node:[9744]	I -> R
T:0.754	nS:9809	nQ:36	nE:40	nI:125	nP:2	nR:24	nF:0	node:[4656]	S -> E
T:0.764	nS:9808	nQ:36	nE:41	nI:125	nP:2	nR:24	nF:0	node:[7256]	S -> E
T:0.776	nS:9807	nQ:36	nE:42	nI:125	nP:2	nR:24	nF:0	node:[6839]	S -> E
T:0.798	nS:9806	nQ:36	nE:43	nI:125	nP:2	nR:24	nF:0	node:[9359]	I -> R
T:0.804	nS:9806	nQ:36	nE:43	nI:124	nP:2	nR:25	nF:0	node:[5888]	S -> E
T:0.807	nS:9805	nQ:36	nE:44	nI:124	nP:2	nR:25	nF:0	node:[7047]	S -> E
T:0.817	nS:9804	nQ:36	nE:45	nI:124	nP:2	nR:25	nF:0	node:[6864]	S -> E
T:0.830	nS:9803	nQ:36	nE:46	nI:124	nP:2	nR:25	nF:0	node:[3264]	I -> R
T:0.842	nS:9803	nQ:36	nE:46	nI:123	nP:2	nR:26	nF:0	node:[8291]	I -> P
T:0.848	nS:9803	nQ:42	nE:46	nI:122	nP:3	nR:26	nF:0	node:[5284]	S -> E
T:0.850	nS:9802	nQ:42	nE:47	nI:122	nP:3	nR:26	nF:0	node:[4367]	S -> E
T:0.854	nS:9801	nQ:42	nE:48	nI:122	nP:3	nR:26	nF:0	node:[4420]	I -> R
T:0.857	nS:9801	nQ:42	nE:48	nI:121	nP:3	nR:27	nF:0	node:[4984]	I -> R
T:0.881	nS:9801	nQ:42	nE:48	nI:120	nP:3	nR:28	nF:0	node:[4496]	S -> E
T:0.887	nS:9800	nQ:42	nE:49	nI:120	nP:3	nR:28	nF:0	node:[8321]	S -> E
T:0.895	nS:9799	nQ:42	nE:50	nI:120	nP:3	nR:28	nF:0	node:[8003]	S -> E
T:0.901	nS:9798	nQ:42	nE:51	nI:120	nP:3	nR:28	nF:0	node:[7708]	S -> E
T:0.903	nS:9797	nQ:42	nE:52	nI:120	nP:3	nR:28	nF:0	node:[7540]	S -> E
T:0.905	nS:9796	nQ:42	nE:53	nI:120	nP:3	nR:28	nF:0	node:[8904]	S -> E
T:0.931	nS:9795	nQ:42	nE:54	nI:120	nP:3	nR:28	nF:0	node:[8321]	E -> I
T:0.947	nS:9795	nQ:42	nE:53	nI:121	nP:3	nR:28	nF:0	node:[5368]	I -> R
T:0.965	nS:9795	nQ:42	nE:53	nI:120	nP:3	nR:29	nF:0	node:[1211]	S -> E
T:1.014	nS:9794	nQ:42	nE:54	nI:120	nP:3	nR:29	nF:0	node:[6926]	I -> P
T:1.017	nS:9794	nQ:47	nE:54	nI:119	nP:4	nR:29	nF:0	node:[7742]	I -> R
T:1.024	nS:9794	nQ:47	nE:54	nI:118	nP:4	nR:30	nF:0	node:[8302]	S -> E
T:1.026	nS:9793	nQ:47	nE:55	nI:118	nP:4	nR:30	nF:0	node:[8662]	S -> E
T:1.035	nS:9792	nQ:47	nE:56	nI:118	nP:4	nR:30	nF:0	node:[3033]	S -> E
T:1.043	nS:9791	nQ:47	nE:57	nI:118	nP:4	nR:30	nF:0	node:[3337]	I -> R
T:1.062	nS:9791	nQ:47	nE:57	nI:117	nP:4	nR:31	nF:0	node:[2503]	S -> E
T:1.067	nS:9790	nQ:47	nE:58	nI:117	nP:4	nR:31	nF:0	node:[9587]	S -> E
T:1.079	nS:9789	nQ:47	nE:59	nI:117	nP:4	nR:31	nF:0	node:[2570]	S -> E
T:1.098	nS:9788	nQ:47	nE:60	nI:117	nP:4	nR:31	nF:0	node:[2255]	S -> E
T:1.104	nS:9787	nQ:47	nE:61	nI:117	nP:4	nR:31	nF:0	node:[1613]	S -> E
T:1.105	nS:9786	nQ:47	nE:62	nI:117	nP:4	nR:31	nF:0	node:[1467]	S -> E
T:1.107	nS:9785	nQ:47	nE:63	nI:117	nP:4	nR:31	nF:0	node:[6216]	I -> P
T:1.116	nS:9785	nQ:57	nE:63	nI:116	nP:5	nR:31	nF:0	node:[8592]	S -> E
T:1.122	nS:9784	nQ:57	nE:64	nI:116	nP:5	nR:31	nF:0	node:[1152]	I -> P
T:1.125	nS:9784	nQ:70	nE:64	nI:115	nP:6	nR:31	nF:0	node:[2659]	I -> P
T:1.137	nS:9784	nQ:85	nE:64	nI:114	nP:7	nR:31	nF:0	node:[4150]	S -> E
T:1.145	nS:9783	nQ:85	nE:65	nI:114	nP:7	nR:31	nF:0	node:[8448]	I -> R
T:1.169	nS:9783	nQ:85	nE:65	nI:113	nP:7	nR:32	nF:0	node:[5284]	E -> I
T:1.171	nS:9783	nQ:85	nE:64	nI:114	nP:7	nR:32	nF:0	node:[2710]	S -> E
T:1.171	nS:9782	nQ:85	nE:65	nI:114	nP:7	nR:32	nF:0	node:[1416]	S -> E
T:1.195	nS:9781	nQ:85	nE:66	nI:114	nP:7	nR:32	nF:0	node:[6839]	E -> I
T:1.196	nS:9781	nQ:85	nE:65	nI:115	nP:7	nR:32	nF:0	node:[8032]	I -> R
T:1.199	nS:9781	nQ:85	nE:65	nI:114	nP:7	nR:33	nF:0	node:[2163]	I -> R
T:1.222	nS:9781	nQ:85	nE:65	nI:113	nP:7	nR:34	nF:0	node:[7981]	S -> E
T:1.232	nS:9780	nQ:85	nE:66	nI:113	nP:7	nR:34	nF:0	node:[9615]	S -> E
T:1.233	nS:9779	nQ:85	nE:67	nI:113	nP:7	nR:34	nF:0	node:[9701]	S -> E
T:1.237	nS:9778	nQ:85	nE:68	nI:113	nP:7	nR:34	nF:0	node:[4150]	E -> I
T:1.262	nS:9778	nQ:85	nE:67	nI:114	nP:7	nR:34	nF:0	node:[1526]	S -> E
T:1.292	nS:9777	nQ:85	nE:68	nI:114	nP:7	nR:34	nF:0	node:[1439]	S -> E
T:1.307	nS:9776	nQ:85	nE:69	nI:114	nP:7	nR:34	nF:0	node:[5251]	I -> R
T:1.314	nS:9776	nQ:85	nE:69	nI:113	nP:7	nR:35	nF:0	node:[7708]	E -> I
T:1.320	nS:9776	nQ:85	nE:68	nI:114	nP:7	nR:35	nF:0	node:[559]	S -> E
T:1.326	nS:9775	nQ:85	nE:69	nI:114	nP:7	nR:35	nF:0	node:[2934]	I -> R
T:1.333	nS:9775	nQ:85	nE:69	nI:113	nP:7	nR:36	nF:0	node:[9845]	I -> R
T:1.344	nS:9775	nQ:85	nE:69	nI:112	nP:7	nR:37	nF:0	node:[812]	S -> E
T:1.356	nS:9774	nQ:85	nE:70	nI:112	nP:7	nR:37	nF:0	node:[4939]	I -> R
T:1.361	nS:9774	nQ:85	nE:70	nI:111	nP:7	nR:38	nF:0	node:[6682]	S -> E
T:1.373	nS:9773	nQ:85	nE:71	nI:111	nP:7	nR:38	nF:0	node:[4150]	I -> P
T:1.377	nS:9773	nQ:97	nE:71	nI:110	nP:8	nR:38	nF:0	node:[6875]	S -> E
T:1.382	nS:9772	nQ:97	nE:72	nI:110	nP:8	nR:38	nF:0	node:[7768]	I -> R
T:1.389	nS:9772	nQ:97	nE:72	nI:109	nP:8	nR:39	nF:0	node:[7820]	S -> E
T:1.391	nS:9771	nQ:97	nE:73	nI:109	nP:8	nR:39	nF:0	node:[1684]	I -> R
T:1.392	nS:9771	nQ:97	nE:73	nI:108	nP:8	nR:40	nF:0	node:[6679]	S -> E
T:1.402	nS:9770	nQ:97	nE:74	nI:108	nP:8	nR:40	nF:0	node:[1871]	I -> R
T:1.402	nS:9770	nQ:97	nE:74	nI:107	nP:8	nR:41	nF:0	node:[4781]	S -> E
T:1.413	nS:9769	nQ:97	nE:75	nI:107	nP:8	nR:41	nF:0	node:[25]	I -> R
T:1.436	nS:9769	nQ:97	nE:75	nI:106	nP:8	nR:42	nF:0	node:[4648]	S -> E
T:1.453	nS:9768	nQ:97	nE:76	nI:106	nP:8	nR:42	nF:0	node:[9321]	S -> E
T:1.454	nS:9767	nQ:97	nE:77	nI:106	nP:8	nR:42	nF:0	node:[6832]	S -> E
T:1.464	nS:9766	nQ:97	nE:78	nI:106	nP:8	nR:42	nF:0	node:[7456]	I -> P
T:1.470	nS:9766	nQ:102	nE:78	nI:105	nP:9	nR:42	nF:0	node:[2424]	S -> E
T:1.481	nS:9765	nQ:102	nE:79	nI:105	nP:9	nR:42	nF:0	node:[6240]	S -> E
T:1.485	nS:9764	nQ:102	nE:80	nI:105	nP:9	nR:42	nF:0	node:[4182]	I -> R
T:1.499	nS:9764	nQ:102	nE:80	nI:104	nP:9	nR:43	nF:0	node:[6922]	I -> R
T:1.502	nS:9764	nQ:102	nE:80	nI:103	nP:9	nR:44	nF:0	node:[2255]	E -> I
T:1.520	nS:9764	nQ:102	nE:79	nI:104	nP:9	nR:44	nF:0	node:[1526]	E -> I
T:1.527	nS:9764	nQ:102	nE:78	nI:105	nP:9	nR:44	nF:0	node:[6699]	S -> E
T:1.569	nS:9763	nQ:102	nE:79	nI:105	nP:9	nR:44	nF:0	node:[2740]	S -> E
T:1.591	nS:9762	nQ:102	nE:80	nI:105	nP:9	nR:44	nF:0	node:[973]	I -> R
T:1.597	nS:9762	nQ:102	nE:80	nI:104	nP:9	nR:45	nF:0	node:[8904]	E -> I
T:1.606	nS:9762	nQ:102	nE:79	nI:105	nP:9	nR:45	nF:0	node:[705]	I -> R
T:1.632	nS:9762	nQ:102	nE:79	nI:104	nP:9	nR:46	nF:0	node:[8904]	I -> P
T:1.676	nS:9762	nQ:109	nE:79	nI:103	nP:10	nR:46	nF:0	node:[714]	P -> R
T:1.692	nS:9762	nQ:109	nE:79	nI:103	nP:9	nR:47	nF:0	node:[4153]	S -> E
T:1.698	nS:9761	nQ:109	nE:80	nI:103	nP:9	nR:47	nF:0	node:[9837]	I -> R
T:1.698	nS:9761	nQ:109	nE:80	nI:102	nP:9	nR:48	nF:0	node:[438]	S -> E
T:1.700	nS:9760	nQ:109	nE:81	nI:102	nP:9	nR:48	nF:0	node:[1071]	I -> R
T:1.701	nS:9760	nQ:109	nE:81	nI:101	nP:9	nR:49	nF:0	node:[464]	S -> E
T:1.706	nS:9759	nQ:109	nE:82	nI:101	nP:9	nR:49	nF:0	node:[6427]	S -> E
T:1.707	nS:9758	nQ:109	nE:83	nI:101	nP:9	nR:49	nF:0	node:[3229]	S -> E
T:1.708	nS:9757	nQ:109	nE:84	nI:101	nP:9	nR:49	nF:0	node:[6488]	S -> E
T:1.709	nS:9756	nQ:109	nE:85	nI:101	nP:9	nR:49	nF:0	node:[438]	E -> I
T:1.717	nS:9756	nQ:109	nE:84	nI:102	nP:9	nR:49	nF:0	node:[7503]	S -> E
T:1.724	nS:9755	nQ:109	nE:85	nI:102	nP:9	nR:49	nF:0	node:[8343]	I -> R
T:1.728	nS:9755	nQ:109	nE:85	nI:101	nP:9	nR:50	nF:0	node:[7488]	E -> I
T:1.735	nS:9755	nQ:109	nE:84	nI:102	nP:9	nR:50	nF:0	node:[5373]	S -> E
T:1.756	nS:9754	nQ:109	nE:85	nI:102	nP:9	nR:50	nF:0	node:[5995]	I -> R
T:1.770	nS:9754	nQ:109	nE:85	nI:101	nP:9	nR:51	nF:0	node:[9054]	S -> E
T:1.812	nS:9753	nQ:109	nE:86	nI:101	nP:9	nR:51	nF:0	node:[2645]	E -> I
T:1.823	nS:9753	nQ:109	nE:85	nI:102	nP:9	nR:51	nF:0	node:[9833]	S -> E
T:1.844	nS:9752	nQ:109	nE:86	nI:102	nP:9	nR:51	nF:0	node:[8360]	S -> E
T:1.845	nS:9751	nQ:109	nE:87	nI:102	nP:9	nR:51	nF:0	node:[143]	S -> E
T:1.846	nS:9750	nQ:109	nE:88	nI:102	nP:9	nR:51	nF:0	node:[9701]	E -> I
T:1.871	nS:9750	nQ:109	nE:87	nI:103	nP:9	nR:51	nF:0	node:[5724]	S -> E
T:1.878	nS:9749	nQ:109	nE:88	nI:103	nP:9	nR:51	nF:0	node:[1434]	I -> R
T:1.895	nS:9749	nQ:109	nE:88	nI:102	nP:9	nR:52	nF:0	node:[8974]	S -> E
T:1.895	nS:9748	nQ:109	nE:89	nI:102	nP:9	nR:52	nF:0	node:[5072]	I -> R
T:1.900	nS:9748	nQ:109	nE:89	nI:101	nP:9	nR:53	nF:0	node:[8744]	S -> E
T:1.904	nS:9747	nQ:109	nE:90	nI:101	nP:9	nR:53	nF:0	node:[7951]	E -> I
T:1.943	nS:9747	nQ:109	nE:89	nI:102	nP:9	nR:53	nF:0	node:[7708]	I -> R
T:1.943	nS:9747	nQ:109	nE:89	nI:101	nP:9	nR:54	nF:0	node:[7544]	S -> E
T:1.946	nS:9746	nQ:109	nE:90	nI:101	nP:9	nR:54	nF:0	node:[9172]	S -> E
T:1.948	nS:9745	nQ:109	nE:91	nI:101	nP:9	nR:54	nF:0	node:[2000]	E -> I
T:1.949	nS:9745	nQ:109	nE:90	nI:102	nP:9	nR:54	nF:0	node:[6744]	I -> R
T:1.959	nS:9745	nQ:109	nE:90	nI:101	nP:9	nR:55	nF:0	node:[2151]	E -> I
T:1.965	nS:9745	nQ:109	nE:89	nI:102	nP:9	nR:55	nF:0	node:[7389]	S -> E
T:1.971	nS:9744	nQ:109	nE:90	nI:102	nP:9	nR:55	nF:0	node:[2279]	S -> E
T:1.976	nS:9743	nQ:109	nE:91	nI:102	nP:9	nR:55	nF:0	node:[5713]	S -> E
T:2.010	nS:9742	nQ:109	nE:92	nI:102	nP:9	nR:55	nF:0	node:[2191]	S -> E
T:2.035	nS:9741	nQ:109	nE:93	nI:102	nP:9	nR:55	nF:0	node:[6292]	S -> E
T:2.051	nS:9740	nQ:62	nE:94	nI:102	nP:9	nR:55	nF:0	node:[3277]	E -> I
T:2.052	nS:9740	nQ:62	nE:93	nI:103	nP:9	nR:55	nF:0	node:[4781]	E -> I
T:2.057	nS:9740	nQ:62	nE:92	nI:104	nP:9	nR:55	nF:0	node:[4783]	S -> E
T:2.063	nS:9739	nQ:62	nE:93	nI:104	nP:9	nR:55	nF:0	node:[2781]	S -> E
T:2.075	nS:9738	nQ:62	nE:94	nI:104	nP:9	nR:55	nF:0	node:[6983]	E -> I
T:2.086	nS:9738	nQ:62	nE:93	nI:105	nP:9	nR:55	nF:0	node:[7263]	I -> R
T:2.095	nS:9738	nQ:62	nE:93	nI:104	nP:9	nR:56	nF:0	node:[812]	E -> I
T:2.104	nS:9738	nQ:62	nE:92	nI:105	nP:9	nR:56	nF:0	node:[3585]	S -> E
T:2.113	nS:9737	nQ:62	nE:93	nI:105	nP:9	nR:56	nF:0	node:[3667]	S -> E
T:2.116	nS:9736	nQ:62	nE:94	nI:105	nP:9	nR:56	nF:0	node:[1405]	E -> I
T:2.128	nS:9736	nQ:62	nE:93	nI:106	nP:9	nR:56	nF:0	node:[48]	S -> E
T:2.134	nS:9735	nQ:62	nE:94	nI:106	nP:9	nR:56	nF:0	node:[7820]	E -> I
T:2.190	nS:9735	nQ:62	nE:93	nI:107	nP:9	nR:56	nF:0	node:[9661]	I -> R
T:2.203	nS:9735	nQ:62	nE:93	nI:106	nP:9	nR:57	nF:0	node:[3922]	S -> E
T:2.204	nS:9734	nQ:62	nE:94	nI:106	nP:9	nR:57	nF:0	node:[6131]	S -> E
T:2.214	nS:9733	nQ:62	nE:95	nI:106	nP:9	nR:57	nF:0	node:[7047]	E -> I
T:2.215	nS:9733	nQ:62	nE:94	nI:107	nP:9	nR:57	nF:0	node:[8610]	S -> E
T:2.216	nS:9732	nQ:62	nE:95	nI:107	nP:9	nR:57	nF:0	node:[5233]	E -> I
T:2.224	nS:9732	nQ:62	nE:94	nI:108	nP:9	nR:57	nF:0	node:[5364]	E -> I
T:2.235	nS:9732	nQ:62	nE:93	nI:109	nP:9	nR:57	nF:0	node:[8360]	E -> I
T:2.240	nS:9732	nQ:62	nE:92	nI:110	nP:9	nR:57	nF:0	node:[4735]	I -> R
T:2.274	nS:9732	nQ:62	nE:92	nI:109	nP:9	nR:58	nF:0	node:[2659]	P -> R
T:2.275	nS:9732	nQ:62	nE:92	nI:109	nP:8	nR:59	nF:0	node:[8708]	E -> I
T:2.289	nS:9732	nQ:62	nE:91	nI:110	nP:8	nR:59	nF:0	node:[2978]	E -> I
T:2.289	nS:9732	nQ:62	nE:90	nI:111	nP:8	nR:59	nF:0	node:[2170]	S -> E
T:2.303	nS:9731	nQ:62	nE:91	nI:111	nP:8	nR:59	nF:0	node:[1545]	S -> E
T:2.306	nS:9730	nQ:62	nE:92	nI:111	nP:8	nR:59	nF:0	node:[394]	S -> E
T:2.327	nS:9729	nQ:62	nE:93	nI:111	nP:8	nR:59	nF:0	node:[5190]	S -> E
T:2.328	nS:9728	nQ:62	nE:94	nI:111	nP:8	nR:59	nF:0	node:[3505]	S -> E
T:2.337	nS:9727	nQ:62	nE:95	nI:111	nP:8	nR:59	nF:0	node:[6459]	S -> E
T:2.342	nS:9726	nQ:62	nE:96	nI:111	nP:8	nR:59	nF:0	node:[7951]	I -> R
T:2.373	nS:9726	nQ:62	nE:96	nI:110	nP:8	nR:60	nF:0	node:[5135]	E -> I
T:2.374	nS:9726	nQ:62	nE:95	nI:111	nP:8	nR:60	nF:0	node:[2937]	I -> R
T:2.377	nS:9726	nQ:62	nE:95	nI:110	nP:8	nR:61	nF:0	node:[3711]	S -> E
T:2.378	nS:9725	nQ:62	nE:96	nI:110	nP:8	nR:61	nF:0	node:[175]	S -> E
T:2.403	nS:9724	nQ:62	nE:97	nI:110	nP:8	nR:61	nF:0	node:[6459]	E -> I
T:2.413	nS:9724	nQ:62	nE:96	nI:111	nP:8	nR:61	nF:0	node:[1854]	S -> E
T:2.413	nS:9723	nQ:62	nE:97	nI:111	nP:8	nR:61	nF:0	node:[6983]	I -> R
T:2.421	nS:9723	nQ:62	nE:97	nI:110	nP:8	nR:62	nF:0	node:[9550]	S -> E
T:2.428	nS:9722	nQ:62	nE:98	nI:110	nP:8	nR:62	nF:0	node:[8752]	I -> P
T:2.462	nS:9722	nQ:70	nE:98	nI:109	nP:9	nR:62	nF:0	node:[9646]	S -> E
T:2.470	nS:9721	nQ:70	nE:99	nI:109	nP:9	nR:62	nF:0	node:[4821]	S -> E
T:2.499	nS:9720	nQ:70	nE:100	nI:109	nP:9	nR:62	nF:0	node:[2436]	S -> E
T:2.501	nS:9719	nQ:70	nE:101	nI:109	nP:9	nR:62	nF:0	node:[8064]	S -> E
T:2.511	nS:9718	nQ:70	nE:102	nI:109	nP:9	nR:62	nF:0	node:[414]	S -> E
T:2.521	nS:9717	nQ:70	nE:103	nI:109	nP:9	nR:62	nF:0	node:[8328]	E -> I
T:2.526	nS:9717	nQ:70	nE:102	nI:110	nP:9	nR:62	nF:0	node:[7250]	I -> R
T:2.537	nS:9717	nQ:70	nE:102	nI:109	nP:9	nR:63	nF:0	node:[6422]	S -> E
T:2.539	nS:9716	nQ:70	nE:103	nI:109	nP:9	nR:63	nF:0	node:[2645]	I -> R
T:2.543	nS:9716	nQ:70	nE:103	nI:108	nP:9	nR:64	nF:0	node:[3033]	E -> I
T:2.552	nS:9716	nQ:70	nE:102	nI:109	nP:9	nR:64	nF:0	node:[1493]	E -> I
T:2.578	nS:9716	nQ:70	nE:101	nI:110	nP:9	nR:64	nF:0	node:[8594]	E -> I
T:2.614	nS:9716	nQ:70	nE:100	nI:111	nP:9	nR:64	nF:0	node:[6839]	I -> R
T:2.615	nS:9716	nQ:70	nE:100	nI:110	nP:9	nR:65	nF:0	node:[18]	S -> E
T:2.616	nS:9715	nQ:70	nE:101	nI:110	nP:9	nR:65	nF:0	node:[8615]	I -> R
T:2.616	nS:9715	nQ:70	nE:101	nI:109	nP:9	nR:66	nF:0	node:[7132]	S -> E
T:2.618	nS:9714	nQ:70	nE:102	nI:109	nP:9	nR:66	nF:0	node:[2496]	I -> R
T:2.622	nS:9714	nQ:70	nE:102	nI:108	nP:9	nR:67	nF:0	node:[6275]	S -> E
T:2.629	nS:9713	nQ:70	nE:103	nI:108	nP:9	nR:67	nF:0	node:[5654]	S -> E
T:2.678	nS:9712	nQ:70	nE:104	nI:108	nP:9	nR:67	nF:0	node:[468]	S -> E
T:2.698	nS:9711	nQ:70	nE:105	nI:108	nP:9	nR:67	nF:0	node:[477]	E -> I
T:2.714	nS:9711	nQ:70	nE:104	nI:109	nP:9	nR:67	nF:0	node:[7444]	S -> E
T:2.744	nS:9710	nQ:70	nE:105	nI:109	nP:9	nR:67	nF:0	node:[7148]	I -> R
